Row Count,CaseID,CASEID_NEW,w6_q21d_year,w6_q21e_year,w6_identity_all
2009,2415,2028967,2002,,heterosexual or straight
2010,2416,2586219,2010,,heterosexual or straight
2011,2417,855367,1988,,heterosexual or straight
2012,2418,2349527,,2010,heterosexual or straight
2013,2419,1341579,2001,,heterosexual or straight
2014,2420,2048481,1973,,heterosexual or straight
2015,2422,2894561,,,heterosexual or straight
2016,2424,2852423,,2009,lgbtqiapk+
2017,2426,2941483,2009,,heterosexual or straight
2018,2429,2736977,,,lgbtqiapk+
2020,2432,1131509,1973,,heterosexual or straight
2021,2433,2808119,2013,,lgbtqiapk+
2022,2434,1810471,,,heterosexual or straight
2023,2435,2141829,2010,,heterosexual or straight
2024,2436,1831239,2013,,heterosexual or straight
2025,2439,2908021,,2011,lgbtqiapk+
2026,2440,2324611,1988,,heterosexual or straight
2027,2441,2556407,1993,,heterosexual or straight
2028,2442,2898351,1970,,heterosexual or straight
2029,2444,2771905,,,lgbtqiapk+
2030,2445,2530001,,2000,heterosexual or straight
2031,2447,1002587,1996,,heterosexual or straight
2032,2448,2253687,1997,,heterosexual or straight
2033,2449,2102527,2001,,heterosexual or straight
2034,2451,2913783,2012,,heterosexual or straight
2035,2452,1875999,1990,,heterosexual or straight
2036,2453,2946955,2017,,lgbtqiapk+
2037,2454,1647925,1963,,heterosexual or straight
2038,2455,2844571,,2001,heterosexual or straight
2039,2456,2897303,2002,,heterosexual or straight
2040,2457,2534545,,,heterosexual or straight
2041,2458,2214123,1994,,heterosexual or straight
2042,2465,2086637,2015,,heterosexual or straight
2043,2466,2964135,,2007,heterosexual or straight
2044,2467,1924373,2002,,heterosexual or straight
2045,2468,2189737,1955,,heterosexual or straight
2046,2469,2478473,2004,,heterosexual or straight
2047,2471,1976605,,,heterosexual or straight
2048,2472,2836833,,,heterosexual or straight
2049,2473,2892311,1993,,heterosexual or straight
2050,2474,2848549,,,heterosexual or straight
2051,2475,2270949,2010,,lgbtqiapk+
2052,2476,2296791,1989,,heterosexual or straight
2053,2477,2159851,1969,,heterosexual or straight
2054,2478,2341035,1986,,heterosexual or straight
2055,2479,2714641,2001,,heterosexual or straight
2056,2480,1920327,1970,,heterosexual or straight
2057,2481,2084743,,,heterosexual or straight
2058,2482,2611269,2017,,heterosexual or straight
2059,2483,2654369,,,lgbtqiapk+
2060,2484,1900947,1999,,heterosexual or straight
2061,2485,2762099,1992,,heterosexual or straight
2062,2486,2862585,,,heterosexual or straight
2063,2488,2864255,1979,,heterosexual or straight
2064,2489,1828311,,,heterosexual or straight
2065,2490,2846165,,1997,lgbtqiapk+
2066,2491,1505847,1977,,heterosexual or straight
2067,2493,1929473,,,heterosexual or straight
2068,2494,2883119,,,heterosexual or straight
2069,2495,713873,1973,,heterosexual or straight
2070,2497,2780785,1980,,heterosexual or straight
2071,2499,2161255,1978,,heterosexual or straight
2072,2500,1940691,1974,,heterosexual or straight
2073,2501,2924761,,,heterosexual or straight
2074,2502,2937599,,,heterosexual or straight
2075,2503,2367553,,,lgbtqiapk+
2076,2504,2635055,1984,,heterosexual or straight
2077,2505,1756573,,2016,heterosexual or straight
2078,2506,2966175,2015,,lgbtqiapk+
2079,2507,2960589,,2016,heterosexual or straight
2080,2508,2912529,1968,,heterosexual or straight
2081,2509,731629,1995,,heterosexual or straight
2082,2511,2451027,1999,,heterosexual or straight
2083,2512,2277133,2012,,heterosexual or straight
2084,2513,1986761,,,heterosexual or straight
2085,2515,2064065,,,heterosexual or straight
2086,2516,2518129,2008,,heterosexual or straight
2087,2518,2218423,,,heterosexual or straight
2088,2519,888165,1962,,heterosexual or straight
2089,2520,1221467,2003,,heterosexual or straight
2090,2521,2171049,1998,,heterosexual or straight
2091,2523,2935811,2016,,heterosexual or straight
2092,2524,2441567,,2016,heterosexual or straight
2093,2525,1912947,2014,,heterosexual or straight
2094,2528,2171997,,,heterosexual or straight
2095,2529,2292541,2007,,heterosexual or straight
2096,2530,2840173,2007,,heterosexual or straight
2097,2531,2946203,,,heterosexual or straight
2098,2532,1791495,2007,,heterosexual or straight
2099,2533,2212399,,,lgbtqiapk+
2100,2535,1140491,1985,,heterosexual or straight
2101,2536,2151537,,2004,heterosexual or straight
2102,2537,2825279,,,lgbtqiapk+
2103,2538,1382361,1995,,heterosexual or straight
2104,2539,2494939,,,heterosexual or straight
2105,2541,1911165,2014,,lgbtqiapk+
2106,2542,2109385,1978,,heterosexual or straight
2107,2544,2882861,2003,,heterosexual or straight
2108,2545,2477961,,2016,heterosexual or straight
2109,2547,2559365,2012,,heterosexual or straight
2110,2548,2409747,,,lgbtqiapk+
2111,2549,2084273,2015,,lgbtqiapk+
2112,2551,2107141,,1998,lgbtqiapk+
2113,2553,1778019,,,heterosexual or straight
2114,2554,2032385,1984,,heterosexual or straight
2115,2556,1407429,1987,,heterosexual or straight
2116,2557,2257523,,,heterosexual or straight
2117,2558,1788911,,,heterosexual or straight
2118,2559,2663133,,1988,lgbtqiapk+
2119,2560,2332637,,,lgbtqiapk+
2121,2562,2956257,,,heterosexual or straight
2122,2563,1845081,1968,,heterosexual or straight
2123,2565,2144859,2011,,heterosexual or straight
2124,2566,1807373,,2011,lgbtqiapk+
2125,2567,1745593,,,heterosexual or straight
2126,2569,1920899,,,heterosexual or straight
2127,2570,2515331,2015,,heterosexual or straight
2128,2572,2440005,,2006,heterosexual or straight
2129,2573,2679887,1982,,heterosexual or straight
2130,2574,1705227,1972,,heterosexual or straight
2131,2575,1097625,1983,,heterosexual or straight
2132,2576,2535447,,2014,heterosexual or straight
2133,2577,1256597,1985,,heterosexual or straight
2134,2578,2921897,,,heterosexual or straight
2135,2580,2916099,,,heterosexual or straight
2136,2581,2955665,1976,,heterosexual or straight
2137,2583,2581385,1992,,heterosexual or straight
2138,2584,2275209,1964,,heterosexual or straight
2139,2585,2851205,,,lgbtqiapk+
2140,2587,2429259,2015,,heterosexual or straight
2141,2588,1787641,,2008,heterosexual or straight
2142,2589,587125,2002,,heterosexual or straight
2143,2590,1780607,,,heterosexual or straight
2144,2591,2787303,,,heterosexual or straight
2145,2592,2409947,2008,,lgbtqiapk+
2146,2593,1389231,1990,,heterosexual or straight
2147,2594,2352995,1992,,heterosexual or straight
2148,2595,2595819,1972,,heterosexual or straight
2149,2596,2024199,,,heterosexual or straight
2150,2597,2409887,1986,,heterosexual or straight
2151,2598,2430177,1996,,heterosexual or straight
2152,2600,2906389,2000,,heterosexual or straight
2153,2601,2961537,,1988,heterosexual or straight
2154,2602,2090459,1999,,heterosexual or straight
2155,2603,2459121,,2012,lgbtqiapk+
2156,2604,718501,1985,,heterosexual or straight
2157,2605,629075,1987,,heterosexual or straight
2158,2606,2808983,1980,,heterosexual or straight
2159,2607,1912555,2015,,heterosexual or straight
2160,2608,2212571,2011,,heterosexual or straight
2161,2611,742989,,,heterosexual or straight
2162,2612,1957119,,,heterosexual or straight
2163,2613,806423,2003,,heterosexual or straight
2164,2614,2207821,1973,,heterosexual or straight
2165,2615,2237055,1977,,heterosexual or straight
2166,2617,2469297,,2012,heterosexual or straight
2167,2618,2828213,1977,,heterosexual or straight
2168,2619,2880955,,,heterosexual or straight
2169,2620,2634927,1998,,heterosexual or straight
2170,2621,2776643,2003,,heterosexual or straight
2171,2622,697337,1970,,heterosexual or straight
2172,2623,799617,1973,,heterosexual or straight
2173,2624,1941137,1999,,heterosexual or straight
2174,2625,2891391,,,heterosexual or straight
2175,2626,2796929,2013,,heterosexual or straight
2176,2628,2840229,2001,,heterosexual or straight
2177,2629,2255583,1970,,heterosexual or straight
2178,2631,2965177,,,heterosexual or straight
2179,2632,1527623,1974,,heterosexual or straight
2180,2633,1690321,2016,,heterosexual or straight
2181,2634,2343777,1980,,heterosexual or straight
2182,2635,2321065,,2016,heterosexual or straight
2183,2636,1900621,1996,,heterosexual or straight
2184,2638,2248865,2008,,lgbtqiapk+
2185,2639,1811407,1955,,heterosexual or straight
2186,2640,2237691,,,lgbtqiapk+
2187,2642,2853155,1968,,heterosexual or straight
2188,2643,1682355,1988,,heterosexual or straight
2189,2644,2137179,,2013,heterosexual or straight
2190,2645,1556445,2010,,heterosexual or straight
2191,2647,2702941,1997,,heterosexual or straight
2192,2648,2751707,,,lgbtqiapk+
2193,2651,2851225,,,heterosexual or straight
2194,2653,1392503,1999,,heterosexual or straight
2195,2654,1234663,1970,,heterosexual or straight
2196,2655,2766831,2015,,heterosexual or straight
2197,2656,2103257,2015,,heterosexual or straight
2198,2657,2024625,,,heterosexual or straight
2199,2658,2009751,,,heterosexual or straight
2200,2660,2430011,,,heterosexual or straight
2202,2663,1029543,,2010,heterosexual or straight
2203,2664,2624839,1988,,heterosexual or straight
2204,2665,1377765,1986,,heterosexual or straight
2205,2666,1571537,1973,,heterosexual or straight
2206,2667,2862597,,,lgbtqiapk+
2207,2670,1181125,1955,,heterosexual or straight
2208,2671,2746227,2005,,heterosexual or straight
2209,2672,2564781,1995,,heterosexual or straight
2210,2673,821669,,,heterosexual or straight
2211,2674,1825393,,,heterosexual or straight
2212,2675,1889229,,,lgbtqiapk+
2213,2676,1920851,2006,,heterosexual or straight
2214,2677,2599885,,1992,lgbtqiapk+
2215,2678,1850371,,,heterosexual or straight
2216,2679,2054791,1982,,heterosexual or straight
2217,2680,1909363,1956,,heterosexual or straight
2218,2682,1885139,1970,,heterosexual or straight
2219,2684,2634225,1987,,heterosexual or straight
2220,2685,2847813,1980,,heterosexual or straight
2221,2686,2494941,1982,,heterosexual or straight
2222,2687,2721277,1978,,heterosexual or straight
2223,2688,2772747,2014,,heterosexual or straight
2224,2690,758697,,,heterosexual or straight
2225,2691,1167627,,2015,heterosexual or straight
2226,2693,2759605,2016,,heterosexual or straight
2227,2694,2677369,2013,,lgbtqiapk+
2228,2695,1938529,2013,,heterosexual or straight
2229,2696,2930787,1959,,heterosexual or straight
2230,2697,2899105,1981,,heterosexual or straight
2231,2700,2214139,,2015,heterosexual or straight
2232,2701,2043853,1976,,heterosexual or straight
2233,2702,2536239,1958,,heterosexual or straight
2234,2703,2952855,1998,,heterosexual or straight
2235,2704,2299695,,,lgbtqiapk+
2236,2705,2820721,1989,2017,heterosexual or straight
2237,2709,2807283,,1997,lgbtqiapk+
2238,2710,2966931,,,heterosexual or straight
2239,2711,1979935,,,heterosexual or straight
2240,2712,2926919,1979,,heterosexual or straight
2242,2714,1816203,,,lgbtqiapk+
2243,2715,2164953,2009,,heterosexual or straight
2244,2716,1318305,1983,,heterosexual or straight
2245,2717,1638359,1980,,heterosexual or straight
2246,2718,2484025,1958,,heterosexual or straight
2247,2721,1883037,1967,,heterosexual or straight
2248,2722,785331,,2016,heterosexual or straight
2249,2723,2044989,1982,,lgbtqiapk+
2250,2724,1787955,2007,,heterosexual or straight
2251,2725,2866425,1978,,heterosexual or straight
2252,2726,1950609,2010,,heterosexual or straight
2253,2728,958953,2006,,heterosexual or straight
2254,2729,2104081,,,heterosexual or straight
2255,2731,2842843,2014,,heterosexual or straight
2257,2735,2446617,1979,,heterosexual or straight
2258,2737,2641119,2001,,heterosexual or straight
2259,2738,1248835,1964,,heterosexual or straight
2260,2739,2905249,2005,,heterosexual or straight
2261,2740,2770955,,1998,heterosexual or straight
2262,2742,2839815,2013,,heterosexual or straight
2263,2744,2602081,2015,,heterosexual or straight
2264,2745,2835673,1958,,heterosexual or straight
2266,2747,1404367,1969,,heterosexual or straight
2267,2748,2441833,1988,,heterosexual or straight
2268,2749,2583917,1956,,heterosexual or straight
2269,2750,1074213,2015,,heterosexual or straight
2270,2751,1901081,,2014,heterosexual or straight
2271,2752,2641849,2001,,heterosexual or straight
2272,2753,727775,1999,,heterosexual or straight
2273,2754,1145895,1963,,heterosexual or straight
2274,2755,2956703,1992,,heterosexual or straight
2275,2756,2299825,2003,,heterosexual or straight
2276,2759,2738737,2016,,heterosexual or straight
2277,2760,2161149,,2016,lgbtqiapk+
2278,2761,2206803,,2010,heterosexual or straight
2279,2762,2419259,1994,,heterosexual or straight
2280,2763,1808717,2017,,heterosexual or straight
2281,2764,220655,2001,,heterosexual or straight
2282,2765,2014807,2008,,heterosexual or straight
2283,2766,2228393,1958,,heterosexual or straight
2284,2768,2942175,2003,,heterosexual or straight
2285,2769,2182777,,,heterosexual or straight
2286,2770,1409151,,,heterosexual or straight
2287,2772,2947285,,,lgbtqiapk+
2288,2773,2004933,,,heterosexual or straight
2289,2774,2334509,1986,,heterosexual or straight
2290,2776,2730327,2016,,heterosexual or straight
2291,2777,1548633,1966,,heterosexual or straight
2292,2778,2763861,1994,,heterosexual or straight
2293,2779,1930643,,,lgbtqiapk+
2294,2780,2257097,1990,,heterosexual or straight
2295,2781,1397327,1972,,heterosexual or straight
2296,2784,1784285,1968,,heterosexual or straight
2297,2785,2445989,1999,,heterosexual or straight
2298,2786,2601241,1971,,heterosexual or straight
2299,2788,1681929,,,lgbtqiapk+
2300,2789,1631303,1995,,heterosexual or straight
2301,2790,2071583,,,heterosexual or straight
2302,2791,2337359,2000,,heterosexual or straight
2303,2792,2462653,,,heterosexual or straight
2304,2793,2848711,1969,,heterosexual or straight
2305,2794,2205625,,,lgbtqiapk+
2306,2795,1949683,,,lgbtqiapk+
2307,2796,769127,1991,,heterosexual or straight
2308,2797,2086775,2006,,lgbtqiapk+
2309,2798,2484003,2008,,lgbtqiapk+
2310,2799,1759763,1970,,heterosexual or straight
2311,2800,1476079,,,heterosexual or straight
2312,2801,1920321,,,heterosexual or straight
2313,2802,2875963,2011,,heterosexual or straight
2314,2803,1898367,2008,,heterosexual or straight
2315,2804,2436989,1987,,heterosexual or straight
2316,2805,1163737,,,heterosexual or straight
2317,2806,2920831,,,lgbtqiapk+
2318,2808,2872683,2014,,heterosexual or straight
2319,2809,1817773,1997,,heterosexual or straight
2320,2810,1914889,1985,,heterosexual or straight
2321,2813,2776099,,,heterosexual or straight
2322,2814,2517709,1973,,heterosexual or straight
2323,2816,1830543,2009,,heterosexual or straight
2324,2817,2016321,1969,,heterosexual or straight
2325,2819,2900313,,,heterosexual or straight
2326,2820,2158489,2003,,heterosexual or straight
2328,2825,71609,1969,,heterosexual or straight
2329,2826,2421093,,2006,heterosexual or straight
2330,2827,2515925,1994,,heterosexual or straight
2331,2828,1767375,1968,,heterosexual or straight
2332,2830,1621115,2011,,heterosexual or straight
2333,2832,1372419,2002,,heterosexual or straight
2334,2833,2179295,,,heterosexual or straight
2335,2834,1670617,,2016,heterosexual or straight
2336,2835,1951943,2010,,heterosexual or straight
2337,2836,1721055,,,lgbtqiapk+
2338,2837,2844081,,2011,lgbtqiapk+
2339,2838,2943873,1979,,heterosexual or straight
2340,2839,2138067,,,heterosexual or straight
2341,2840,2420813,,2015,lgbtqiapk+
2342,2842,2947013,2007,,heterosexual or straight
2343,2843,2740129,,,heterosexual or straight
2344,2844,2450529,1993,,heterosexual or straight
2345,2845,2601523,2005,,heterosexual or straight
2346,2846,2705963,,,heterosexual or straight
2347,2849,2201295,2013,,heterosexual or straight
2348,2851,2361493,,,heterosexual or straight
2349,2852,2937463,,,heterosexual or straight
2350,2854,2282833,,,heterosexual or straight
2351,2855,1882591,1972,,heterosexual or straight
2352,2858,2214699,2009,,lgbtqiapk+
2353,2860,1273539,,,heterosexual or straight
2354,2861,1450571,1976,,heterosexual or straight
2355,2862,846827,2005,,heterosexual or straight
2356,2863,2507337,,2008,heterosexual or straight
2357,2864,2455487,,1998,heterosexual or straight
2358,2865,2889625,1967,,heterosexual or straight
2359,2866,2785051,1974,,heterosexual or straight
2360,2867,1846783,1990,,heterosexual or straight
2361,2868,2946641,,2011,heterosexual or straight
2362,2869,2310793,1986,,heterosexual or straight
2363,2870,2222317,,,heterosexual or straight
2364,2871,1147167,,,heterosexual or straight
2365,2872,2155971,,,lgbtqiapk+
2366,2873,1234157,1978,1997,lgbtqiapk+
2367,2874,2491951,1999,,heterosexual or straight
2368,2875,1084835,1998,,heterosexual or straight
2370,2878,1433383,2017,,heterosexual or straight
2371,2879,882717,,,lgbtqiapk+
2372,2880,2335451,2008,,heterosexual or straight
2373,2881,2757067,,,heterosexual or straight
2374,2882,2900163,1966,,heterosexual or straight
2375,2883,2682321,,,heterosexual or straight
2376,2884,2813131,2011,,heterosexual or straight
2377,2885,2440287,,,lgbtqiapk+
2378,2886,2935335,1972,,heterosexual or straight
2379,2887,1877111,2011,,lgbtqiapk+
2380,2889,2085467,2007,,heterosexual or straight
2381,2891,2027511,2011,,heterosexual or straight
2382,2892,106983,2002,,heterosexual or straight
2383,2893,2893839,,,heterosexual or straight
2384,2894,2302735,1992,,heterosexual or straight
2385,2895,1095985,2004,,lgbtqiapk+
2386,2896,1238075,1997,,heterosexual or straight
2387,2897,2919461,1988,,heterosexual or straight
2388,2900,2493771,1980,,heterosexual or straight
2389,2901,1673269,2012,,heterosexual or straight
2390,2903,2321201,2016,,heterosexual or straight
2391,2904,694037,,,heterosexual or straight
2392,2905,2927805,,2015,heterosexual or straight
2393,2906,1635641,1987,,heterosexual or straight
2394,2907,2952629,,,heterosexual or straight
2395,2909,1867685,2001,,heterosexual or straight
2396,2910,2856907,2012,,heterosexual or straight
2397,2911,2962941,,,lgbtqiapk+
2398,2912,2641193,1974,,heterosexual or straight
2399,2913,1203831,1999,,heterosexual or straight
2400,2914,497203,1991,,heterosexual or straight
2401,2915,2477771,1991,,heterosexual or straight
2402,2916,2206813,1992,,heterosexual or straight
2403,2917,2628133,1986,,heterosexual or straight
2404,2918,2765643,1981,,heterosexual or straight
2405,2919,2823593,,,heterosexual or straight
2406,2920,2550963,1980,,heterosexual or straight
2407,2921,2009893,,2016,lgbtqiapk+
2408,2922,2601039,,2016,heterosexual or straight
2409,2923,2775521,1981,,lgbtqiapk+
2410,2924,2237111,2016,,heterosexual or straight
2411,2925,1552387,,,heterosexual or straight
2412,2926,1816407,2014,,lgbtqiapk+
2413,2927,1970615,1981,,heterosexual or straight
2414,2928,2731747,2012,,heterosexual or straight
2415,2929,2065339,2000,,heterosexual or straight
2416,2930,1829921,,,heterosexual or straight
2417,2931,1532255,,,heterosexual or straight
2418,2933,1276181,1981,,heterosexual or straight
2419,2934,1757785,1998,,heterosexual or straight
2420,2935,1993993,,,heterosexual or straight
2421,2936,2950149,,,heterosexual or straight
2422,2938,2930255,1977,,heterosexual or straight
2423,2939,1771987,1999,,heterosexual or straight
2424,2940,900883,1985,,heterosexual or straight
2425,2941,2841833,1975,,heterosexual or straight
2426,2942,2965507,2015,,heterosexual or straight
2427,2943,1607815,1989,,heterosexual or straight
2428,2944,2721805,,,heterosexual or straight
2429,2945,2713609,2013,,heterosexual or straight
2430,2946,2932429,,,heterosexual or straight
2431,2947,1807189,2014,,heterosexual or straight
2432,2949,2477939,2014,,heterosexual or straight
2433,2950,2930731,2009,,heterosexual or straight
2434,2951,2905123,2009,2014,heterosexual or straight
2435,2952,2910231,1971,,heterosexual or straight
2436,2953,1848539,2002,,heterosexual or straight
2437,2955,1594259,1992,,heterosexual or straight
2439,2957,859445,1998,,heterosexual or straight
2440,2958,2152283,2008,,heterosexual or straight
2441,2959,1283019,1996,,heterosexual or straight
2442,2961,912559,,,heterosexual or straight
2443,2962,2941025,,,heterosexual or straight
2444,2963,2933033,2015,,heterosexual or straight
2445,2964,2089837,2015,,heterosexual or straight
2446,2965,2300471,,,heterosexual or straight
2447,2966,2616585,,,heterosexual or straight
2448,2967,2425113,1982,,heterosexual or straight
2449,2968,2753941,1994,,heterosexual or straight
2450,2969,2893063,2011,,heterosexual or straight
2451,2970,2964867,,,heterosexual or straight
2452,2972,1272655,1973,,heterosexual or straight
2453,2973,2905009,2014,,heterosexual or straight
2454,2974,793447,2016,,heterosexual or straight
2455,2975,1423457,1983,,heterosexual or straight
2456,2977,2894723,,,heterosexual or straight
2457,2978,1682591,1984,,heterosexual or straight
2458,2979,710045,,,heterosexual or straight
2459,2980,1921823,,,heterosexual or straight
2460,2981,2337561,,2017,lgbtqiapk+
2461,2982,1684311,,,heterosexual or straight
2463,2985,2772737,2014,,heterosexual or straight
2464,2986,2947153,1996,,heterosexual or straight
2465,2987,1356825,1995,,heterosexual or straight
2466,2988,1336987,1993,,heterosexual or straight
2467,2989,1570485,1991,,heterosexual or straight
2468,2990,1638555,1989,,lgbtqiapk+
2469,2991,1439945,2013,,heterosexual or straight
2470,2992,2947197,,2017,heterosexual or straight
2471,2993,2343369,2000,,heterosexual or straight
2472,2994,1349877,1972,,heterosexual or straight
2473,2995,2293129,,,lgbtqiapk+
2474,2996,1914313,1996,,heterosexual or straight
2475,2997,1602221,,,lgbtqiapk+
2476,2998,2935883,2013,,heterosexual or straight
2477,2999,1842787,,2008,heterosexual or straight
2478,3000,2261673,1993,,heterosexual or straight
2479,3001,1004329,2016,,heterosexual or straight
2480,3002,2553749,1975,,heterosexual or straight
2481,3003,2862779,1988,,heterosexual or straight
2482,3005,2761753,1964,,heterosexual or straight
2483,3006,850717,,2013,heterosexual or straight
2484,3007,2781959,2011,,heterosexual or straight
2485,3008,2076395,,2016,heterosexual or straight
2486,3009,2848669,1998,2002,heterosexual or straight
2487,3010,1756345,,,heterosexual or straight
2488,3011,1927757,2010,,heterosexual or straight
2489,3012,1116971,1971,,heterosexual or straight
2490,3013,982323,,,heterosexual or straight
2491,3014,1242503,,,heterosexual or straight
2492,3015,822315,1992,,heterosexual or straight
2493,3016,2136549,1980,,heterosexual or straight
2494,3017,1718337,1999,,heterosexual or straight
2495,3018,2424267,1985,,heterosexual or straight
2496,3019,2927695,,,lgbtqiapk+
2497,3020,2132357,,,lgbtqiapk+
2498,3021,2140901,2010,,heterosexual or straight
2499,3022,2964883,1970,,heterosexual or straight
2500,3023,2332513,1970,,heterosexual or straight
2501,3024,1144973,1969,,heterosexual or straight
2502,3025,2163905,1965,,heterosexual or straight
2503,3026,998173,,2000,heterosexual or straight
2504,3027,2294693,1989,,heterosexual or straight
2505,3028,2306191,2012,,heterosexual or straight
2506,3030,2301575,1994,,lgbtqiapk+
2507,3031,1551703,2005,,heterosexual or straight
2508,3033,2797047,2011,,lgbtqiapk+
2509,3034,2946521,1967,,heterosexual or straight
2510,3035,2278899,2012,,heterosexual or straight
2511,3036,2958681,2010,,heterosexual or straight
2512,3037,1630669,,,heterosexual or straight
2513,3038,2814059,1970,,heterosexual or straight
2514,3040,2433523,,,lgbtqiapk+
2515,3042,2428725,2008,,lgbtqiapk+
2516,3043,1587583,1995,,heterosexual or straight
2517,3044,1001903,2010,,heterosexual or straight
2518,3046,2306519,2001,,heterosexual or straight
2519,3047,867567,2007,,heterosexual or straight
2520,3049,2275771,,,heterosexual or straight
2521,3050,2579539,,2010,heterosexual or straight
2522,3051,2848637,,,lgbtqiapk+
2523,3053,978397,1985,,heterosexual or straight
2524,3054,2422225,2008,,heterosexual or straight
2525,3055,2874287,,2008,heterosexual or straight
2526,3056,2943515,2002,,heterosexual or straight
2527,3058,2937397,,,heterosexual or straight
2528,3059,2178573,2011,,heterosexual or straight
2529,3060,2065091,2014,,heterosexual or straight
2530,3061,1883009,,,heterosexual or straight
2531,3062,1301519,1998,,heterosexual or straight
2532,3063,2223731,1983,1993,heterosexual or straight
2533,3064,2562183,1980,,heterosexual or straight
2534,3065,2906847,,,heterosexual or straight
2535,3066,1968549,2010,,heterosexual or straight
2536,3067,2839181,1992,,heterosexual or straight
2537,3068,784141,1970,,heterosexual or straight
2538,3069,1357645,,1990,heterosexual or straight
2539,3070,2150365,1980,,heterosexual or straight
2540,3072,1536983,1987,,heterosexual or straight
2541,3074,2135067,1976,,heterosexual or straight
2542,3075,1788973,2011,,lgbtqiapk+
2543,3076,2492327,2002,,heterosexual or straight
2544,3077,2432911,2010,,heterosexual or straight
2545,3078,1196757,1991,,heterosexual or straight
2546,3079,812199,1998,,heterosexual or straight
2547,3080,2863361,2010,,heterosexual or straight
2548,3081,2245161,,,lgbtqiapk+
2549,3082,2002441,1996,,heterosexual or straight
2550,3083,2853705,1998,,heterosexual or straight
2551,3084,2493423,,,heterosexual or straight
2552,3085,1100227,1990,,heterosexual or straight
2554,3087,1792531,,,heterosexual or straight
2555,3089,744997,,,heterosexual or straight
2556,3090,1980005,1993,,heterosexual or straight
2557,3091,860465,1995,,heterosexual or straight
2558,3092,2634995,2005,,heterosexual or straight
2559,3093,2463691,2007,,heterosexual or straight
2560,3094,1919359,1964,,heterosexual or straight
2561,3095,1550999,,,heterosexual or straight
2562,3096,2551603,1988,,heterosexual or straight
2563,3097,2318729,,,heterosexual or straight
2564,3098,1915383,,,lgbtqiapk+
2565,3099,2704975,,2015,heterosexual or straight
2566,3100,2918241,2015,,heterosexual or straight
2567,3101,2633273,,2001,heterosexual or straight
2568,3102,2214763,,,lgbtqiapk+
2569,3103,2241619,,,lgbtqiapk+
2570,3105,2429937,2002,,heterosexual or straight
2571,3107,2732543,,,heterosexual or straight
2572,3109,2886857,2008,,heterosexual or straight
2573,3110,2412127,,,heterosexual or straight
2574,3111,2824559,,,heterosexual or straight
2575,3112,1938165,1999,,lgbtqiapk+
2576,3113,2961175,1991,,heterosexual or straight
2577,3115,2739923,,,heterosexual or straight
2578,3116,2916479,,,heterosexual or straight
2579,3117,1077183,1995,,heterosexual or straight
2580,3118,1994249,2015,,heterosexual or straight
2581,3119,2858257,,,heterosexual or straight
2582,3120,1825913,,2015,heterosexual or straight
2583,3121,1437691,2014,,heterosexual or straight
2584,3122,2472833,,2013,heterosexual or straight
2585,3123,2850177,1985,,heterosexual or straight
2586,3124,2594173,,,lgbtqiapk+
2587,3125,2822461,,,lgbtqiapk+
2588,3127,2943301,,,lgbtqiapk+
2589,3128,646157,2011,,heterosexual or straight
2590,3129,1995327,2005,,heterosexual or straight
2591,3130,2411543,2013,,lgbtqiapk+
2592,3134,2918633,1990,,heterosexual or straight
2593,3135,2785079,,,lgbtqiapk+
2594,3137,1931801,2007,,heterosexual or straight
2595,3138,2146471,2014,,heterosexual or straight
2596,3139,2086877,2010,,heterosexual or straight
2597,3141,2587161,1995,,heterosexual or straight
2598,3142,2733771,2012,,heterosexual or straight
2599,3143,2436775,1968,,heterosexual or straight
2600,3145,2576171,,,heterosexual or straight
2601,3146,2594253,,,lgbtqiapk+
2602,3147,2934847,,,lgbtqiapk+
2603,3150,1887259,,,lgbtqiapk+
2604,3152,1670831,,2003,heterosexual or straight
2605,3153,1439843,1999,,heterosexual or straight
2606,3155,2718271,,,heterosexual or straight
2607,3157,2594067,1996,,heterosexual or straight
2608,3160,1980007,2012,,heterosexual or straight
2609,3162,2162113,1995,,heterosexual or straight
2610,3164,2889319,2013,,heterosexual or straight
2611,3165,2883553,,,lgbtqiapk+
2612,3166,2773923,,,heterosexual or straight
2613,3167,2920753,1964,,heterosexual or straight
2614,3169,2327101,,,heterosexual or straight
2615,3170,2940393,1991,,heterosexual or straight
2616,3171,1578877,2016,,lgbtqiapk+
2617,3172,2967621,,,lgbtqiapk+
2618,3173,1883557,2005,,heterosexual or straight
2619,3176,2874061,,,lgbtqiapk+
2620,3177,2969933,,,lgbtqiapk+
2621,3178,2312649,2009,,heterosexual or straight
2622,3179,1977159,2008,,heterosexual or straight
2623,3180,1757623,,,heterosexual or straight
2624,3182,2945721,,,heterosexual or straight
2625,3183,1693339,2007,,heterosexual or straight
2626,3184,2693187,,,heterosexual or straight
2627,3185,2930459,2017,,heterosexual or straight
2628,3186,2855529,2015,,lgbtqiapk+
2629,3187,2630661,2011,,lgbtqiapk+
2630,3188,2964485,,,lgbtqiapk+
2631,3189,692169,1977,,heterosexual or straight
2632,3190,707695,1988,,heterosexual or straight
2633,3191,1636591,1990,,heterosexual or straight
2634,3192,1942391,1969,,heterosexual or straight
2635,3193,1495089,1995,,heterosexual or straight
2636,3194,1692703,,2012,heterosexual or straight
2637,3195,1786675,,,lgbtqiapk+
